start_timestamp,tournament_name,category_name,ground_type,round_name,status,winner,home_team,away_team,home_set1,home_set2,home_set3,home_set4,home_set5,away_set1,away_set2,away_set3,away_set4,away_set5
1736107500,"Oeiras, Portugal, Qualifying",Challenger,Hardcourt indoor,Qualification Round 1,Ended,1.0,Alexey Vatutin,Justin Engel,6.0,6.0,,,,3.0,3.0,,,
1736114400,"Auckland, New Zealand",ATP,Hardcourt outdoor,Round of 32,Canceled,,Jan-Lennard Struff,Isaac Becroft,,,,,,,,,,
1736114400,"Auckland, New Zealand",ATP,Hardcourt outdoor,Round of 32,Canceled,,Jan-Lennard Struff,Isaac Becroft,,,,,,,,,,
1736116200,"Auckland, New Zealand",ATP,Hardcourt outdoor,Round of 32,Ended,2.0,Luciano Darderi,Nuno Borges,7.0,3.0,5.0,,,5.0,6.0,7.0,,
1736116200,"Auckland, New Zealand",ATP,Hardcourt outdoor,Round of 32,Ended,2.0,Luciano Darderi,Nuno Borges,7.0,3.0,5.0,,,5.0,6.0,7.0,,
1736119800,"Adelaide, Australia",ATP,Hardcourt outdoor,Round of 32,Canceled,,Zhizhen Zhang,Thanasi Kokkinakis,,,,,,,,,,
1736119800,"Adelaide, Australia",ATP,Hardcourt outdoor,Round of 32,Canceled,,Denis Shapovalov,Felix Auger-Aliassime,,,,,,,,,,
1736119800,"Adelaide, Australia",ATP,Hardcourt outdoor,Round of 32,Canceled,,Denis Shapovalov,Felix Auger-Aliassime,,,,,,,,,,
1736119800,"Adelaide, Australia",ATP,Hardcourt outdoor,Round of 32,Canceled,,Zhizhen Zhang,Thanasi Kokkinakis,,,,,,,,,,
1736120400,"Auckland, New Zealand",ATP,Hardcourt outdoor,Round of 32,Canceled,,Roberto Carballés Baena,Lucas Pouille,,,,,,,,,,
1736120400,"Auckland, New Zealand",ATP,Hardcourt outdoor,Round of 32,Canceled,,Roberto Carballés Baena,Lucas Pouille,,,,,,,,,,
1736121600,"Hobart, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,2.0,Xiyu Wang,Elina Avanesyan,3.0,5.0,,,,6.0,7.0,,,
1736121600,"Hobart, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,2.0,Xiyu Wang,Elina Avanesyan,3.0,5.0,,,,6.0,7.0,,,
1736121600,"Hobart, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,1.0,McCartney Kessler,Rebecca Sramkova,6.0,7.0,,,,3.0,5.0,,,
1736121600,"Hobart, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,1.0,McCartney Kessler,Rebecca Sramkova,6.0,7.0,,,,3.0,5.0,,,
1736123400,"Adelaide, Australia, Qualifying",ATP,Hardcourt outdoor,Qualification Final,Ended,2.0,Manuel Guinard,Yannick Hanfmann,6.0,3.0,,,,7.0,6.0,,,
1736123400,"Adelaide, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,2.0,Xinyu Wang,Emerson Jones,4.0,0.0,,,,6.0,6.0,,,
1736123400,"Adelaide, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,2.0,Donna Vekić,Yulia Putintseva,2.0,3.0,,,,6.0,6.0,,,
1736123400,"Adelaide, Australia, Qualifying",ATP,Hardcourt outdoor,Qualification Final,Ended,1.0,Benjamin Bonzi,James McCabe,6.0,4.0,6.0,,,3.0,6.0,3.0,,
1736123400,"Adelaide, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,2.0,Xinyu Wang,Emerson Jones,4.0,0.0,,,,6.0,6.0,,,
1736123400,"Adelaide, Australia, Qualifying",ATP,Hardcourt outdoor,Qualification Final,Ended,2.0,Manuel Guinard,Yannick Hanfmann,6.0,3.0,,,,7.0,6.0,,,
1736123400,"Adelaide, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,2.0,Donna Vekić,Yulia Putintseva,2.0,3.0,,,,6.0,6.0,,,
1736123400,"Adelaide, Australia, Qualifying",ATP,Hardcourt outdoor,Qualification Final,Ended,1.0,Benjamin Bonzi,James McCabe,6.0,4.0,6.0,,,3.0,6.0,3.0,,
1736124600,"Auckland, New Zealand",ATP,Hardcourt outdoor,Round of 32,Ended,1.0,Roberto Carballés Baena,Daniel Altmaier,6.0,3.0,7.0,,,3.0,6.0,5.0,,
1736124600,"Auckland, New Zealand",ATP,Hardcourt outdoor,Round of 32,Ended,1.0,Roberto Carballés Baena,Daniel Altmaier,6.0,3.0,7.0,,,3.0,6.0,5.0,,
1736125200,"Hobart, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,1.0,Anna Bondar,Mayar Sherif,7.0,6.0,,,,5.0,4.0,,,
1736125200,"Hobart, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,1.0,Anna Bondar,Mayar Sherif,7.0,6.0,,,,5.0,4.0,,,
1736128200,"Hobart, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,1.0,Maria Carle,Jessica Bouzas Maneiro,6.0,3.0,6.0,,,3.0,6.0,0.0,,
1736128200,"Hobart, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,1.0,Maria Carle,Jessica Bouzas Maneiro,6.0,3.0,6.0,,,3.0,6.0,0.0,,
1736128800,"Adelaide, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,2.0,Leylah Fernandez,Ekaterina Alexandrova,4.0,6.0,2.0,,,6.0,3.0,6.0,,
1736128800,"Adelaide, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,2.0,Leylah Fernandez,Ekaterina Alexandrova,4.0,6.0,2.0,,,6.0,3.0,6.0,,
1736130000,"Adelaide, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,2.0,Olivia Gadecki,Daria Kasatkina,2.0,3.0,,,,6.0,6.0,,,
1736130000,"Adelaide, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,2.0,Olivia Gadecki,Daria Kasatkina,2.0,3.0,,,,6.0,6.0,,,
1736130600,"Adelaide, Australia, Qualifying",ATP,Hardcourt outdoor,Qualification Final,Ended,2.0,Rinky Hijikata,Adam Walton,6.0,6.0,4.0,,,1.0,7.0,6.0,,
1736130600,"Adelaide, Australia, Qualifying",ATP,Hardcourt outdoor,Qualification Final,Ended,2.0,Rinky Hijikata,Adam Walton,6.0,6.0,4.0,,,1.0,7.0,6.0,,
1736132400,"Nonthaburi 2, Thailand, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Yusuke Takahashi,Ryotaro Taguchi,6.0,6.0,,,,4.0,4.0,,,
1736132400,"Nonthaburi 2, Thailand, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Neil Oberleitner,Hikaru Shiraishi,1.0,2.0,,,,6.0,6.0,,,
1736132400,"Nonthaburi 2, Thailand, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Naoki Nakagawa,Kokoro Isomura,0.0,5.0,,,,6.0,7.0,,,
1736132400,"Nonthaburi 2, Thailand, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Canceled,,Neil Oberleitner,Shintaro Imai,,,,,,,,,,
1736132400,"Nonthaburi 2, Thailand, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Neil Oberleitner,Hikaru Shiraishi,1.0,2.0,,,,6.0,6.0,,,
1736132400,"Nonthaburi 2, Thailand, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Canceled,,Neil Oberleitner,Shintaro Imai,,,,,,,,,,
1736132400,"Nonthaburi 2, Thailand, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,2.0,Naoki Nakagawa,Kokoro Isomura,0.0,5.0,,,,6.0,7.0,,,
1736132400,"Nonthaburi 2, Thailand, Qualifying",Challenger,Hardcourt outdoor,Qualification Final,Ended,1.0,Yusuke Takahashi,Ryotaro Taguchi,6.0,6.0,,,,4.0,4.0,,,
1736133000,"Adelaide, Australia, Qualifying",ATP,Hardcourt outdoor,Qualification Final,Ended,2.0,Jacob Bradshaw,James Duckworth,2.0,2.0,,,,6.0,6.0,,,
1736133000,"Adelaide, Australia, Qualifying",ATP,Hardcourt outdoor,Qualification Final,Ended,2.0,Jacob Bradshaw,James Duckworth,2.0,2.0,,,,6.0,6.0,,,
1736133900,"Hobart, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,2.0,Viktoriya Tomova,Greet Minnen,5.0,3.0,,,,7.0,6.0,,,
1736133900,"Hobart, Australia",WTA,Hardcourt outdoor,Round of 32,Ended,2.0,Viktoriya Tomova,Greet Minnen,5.0,3.0,,,,7.0,6.0,,,
1736135400,"Auckland, New Zealand",ATP,Hardcourt outdoor,Round of 32,Ended,1.0,Zizou Bergs,Isaac Becroft,6.0,7.0,,,,3.0,5.0,,,
1736135400,"Auckland, New Zealand",ATP,Hardcourt outdoor,Round of 32,Ended,1.0,Zizou Bergs,Isaac Becroft,6.0,7.0,,,,3.0,5.0,,,
1736136300,"Adelaide, Australia",ATP,Hardcourt outdoor,Round of 32,Ended,1.0,Denis Shapovalov,Zhizhen Zhang,6.0,6.0,,,,3.0,4.0,,,
