start_timestamp,tournament_name,category_name,ground_type,round_name,status,winner,home_team,away_team,home_set1,home_set2,home_set3,home_set4,home_set5,away_set1,away_set2,away_set3,away_set4,away_set5
1738967100,"Rosario, Argentina",Challenger,Red clay,Quarterfinals,Ended,2.0,Francisco Comesaña,Hugo Dellien,6.0,6.0,3.0,,,7.0,3.0,6.0,,
1738967100,"Rosario, Argentina",Challenger,Red clay,Quarterfinals,Ended,2.0,Francisco Comesaña,Hugo Dellien,6.0,6.0,3.0,,,7.0,3.0,6.0,,
1738976400,"Rosario, Argentina",Challenger,Red clay,Quarterfinals,Ended,1.0,Sebastián Báez,Francesco Passaro,6.0,6.0,,,,1.0,2.0,,,
1738976400,"Rosario, Argentina",Challenger,Red clay,Quarterfinals,Ended,1.0,Sebastián Báez,Francesco Passaro,6.0,6.0,,,,1.0,2.0,,,
1738976400,"Dallas, USA",ATP,Hardcourt indoor,Quarterfinals,Ended,1.0,Tommy Paul,Reilly Opelka,7.0,6.0,,,,6.0,2.0,,,
1738976400,"Dallas, USA",ATP,Hardcourt indoor,Quarterfinals,Ended,1.0,Tommy Paul,Reilly Opelka,7.0,6.0,,,,6.0,2.0,,,
1738983000,"Dallas, USA",ATP,Hardcourt indoor,Quarterfinals,Ended,1.0,Denis Shapovalov,Tomas Machac,7.0,6.0,,,,6.0,0.0,,,
1738983000,"Dallas, USA",ATP,Hardcourt indoor,Quarterfinals,Ended,1.0,Denis Shapovalov,Tomas Machac,7.0,6.0,,,,6.0,0.0,,,
1738992600,"Chennai, India",Challenger,Hardcourt outdoor,Semifinals,Ended,1.0,Kyrian Jacquet,Dalibor Svrcina,6.0,6.0,,,,4.0,1.0,,,
1738992600,"Chennai, India",Challenger,Hardcourt outdoor,Semifinals,Ended,1.0,Kyrian Jacquet,Dalibor Svrcina,6.0,6.0,,,,4.0,1.0,,,
1738992900,"Brisbane 2, Australia",Challenger,Hardcourt outdoor,Semifinals,Ended,2.0,Christian Langmo,Jason Kubler,4.0,4.0,,,,6.0,6.0,,,
1738992900,"Brisbane 2, Australia",Challenger,Hardcourt outdoor,Semifinals,Ended,2.0,Christian Langmo,Jason Kubler,4.0,4.0,,,,6.0,6.0,,,
1738998600,"Chennai, India",Challenger,Hardcourt outdoor,Semifinals,Ended,2.0,Billy Harris,Elias Ymer,6.0,6.0,,,,7.0,7.0,,,
1738998600,"Chennai, India",Challenger,Hardcourt outdoor,Semifinals,Ended,2.0,Billy Harris,Elias Ymer,6.0,6.0,,,,7.0,7.0,,,
1738998900,"Brisbane 2, Australia",Challenger,Hardcourt outdoor,Semifinals,Ended,1.0,Adam Walton,Omar Jasika,6.0,6.0,,,,2.0,4.0,,,
1738998900,"Brisbane 2, Australia",Challenger,Hardcourt outdoor,Semifinals,Ended,1.0,Adam Walton,Omar Jasika,6.0,6.0,,,,2.0,4.0,,,
1739008800,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,1.0,Moyuka Uchijima,Sonay Kartal,6.0,6.0,,,,4.0,3.0,,,
1739008800,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,1.0,Moyuka Uchijima,Sonay Kartal,6.0,6.0,,,,4.0,3.0,,,
1739008800,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,2.0,Polina Kudermetova,Alycia Parks,3.0,2.0,,,,6.0,6.0,,,
1739008800,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,1.0,Cristina Bucsa,Laura Siegemund,6.0,7.0,,,,2.0,6.0,,,
1739008800,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,2.0,Daria Saville,Elena-Gabriela Ruse,3.0,4.0,,,,6.0,6.0,,,
1739008800,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,1.0,Cristina Bucsa,Laura Siegemund,6.0,7.0,,,,2.0,6.0,,,
1739008800,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,1.0,Moyuka Uchijima,Sonay Kartal,6.0,6.0,,,,4.0,3.0,,,
1739008800,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,2.0,Polina Kudermetova,Alycia Parks,3.0,2.0,,,,6.0,6.0,,,
1739008800,"Doha, Qatar, Qualifying",WTA,Hardcourt outdoor,Qualification Final,Ended,2.0,Daria Saville,Elena-Gabriela Ruse,3.0,4.0,,,,6.0,6.0,,,
